Customer_id,Target
CTSP063999,0.36679828
CTSP064000,0.3709162
CTSP064001,0.2772226
CTSP064002,0.3266136
CTSP064003,0.49923193
CTSP064004,0.6878066
CTSP064005,0.35707265
CTSP064006,0.65746665
CTSP064007,0.447531
CTSP064008,0.70289946
CTSP064009,0.69306797
CTSP064010,0.6916071
CTSP064011,0.34315446
CTSP064012,0.5651685
CTSP064013,0.388809
CTSP064014,0.6973878
CTSP064015,0.42504397
CTSP064016,0.44321275
CTSP064017,0.59329593
CTSP064018,0.42223912
CTSP064019,0.59680027
CTSP064020,0.35744435
CTSP064021,0.6882312
CTSP064022,0.5275168
CTSP064023,0.41765195
CTSP064024,0.65189993
CTSP064025,0.4220002
CTSP064026,0.50578666
CTSP064027,0.5043958
CTSP064028,0.43921602
CTSP064029,0.36233315
CTSP064030,0.62478775
CTSP064031,0.55997014
CTSP064032,0.6786749
CTSP064033,0.5483394
CTSP064034,0.5061665
CTSP064035,0.25005054
CTSP064036,0.6720554
CTSP064037,0.31393418
CTSP064038,0.3148476
CTSP064039,0.48644096
CTSP064040,0.7022792
CTSP064041,0.311818
CTSP064042,0.6909174
CTSP064043,0.65983796
CTSP064044,0.74255747
CTSP064045,0.46782973
CTSP064046,0.74505204
CTSP064047,0.36679828
CTSP064048,0.4907202
CTSP064049,0.47567368
CTSP064050,0.63348746
CTSP064051,0.38798305
CTSP064052,0.5279591
CTSP064053,0.70117307
CTSP064054,0.74416244
CTSP064055,0.7927853
CTSP064056,0.6249979
CTSP064057,0.61727333
CTSP064058,0.4780752
CTSP064059,0.36679828
CTSP064060,0.4923872
CTSP064061,0.3639396
CTSP064062,0.68636906
CTSP064063,0.3817529
CTSP064064,0.5118824
CTSP064065,0.3148476
CTSP064066,0.3526495
CTSP064067,0.41600618
CTSP064068,0.36679828
CTSP064069,0.49845168
CTSP064070,0.4229919
CTSP064071,0.6682718
CTSP064072,0.555986
CTSP064073,0.50760305
CTSP064074,0.53118247
CTSP064075,0.75855565
CTSP064076,0.7111077
CTSP064077,0.7636447
CTSP064078,0.29171208
CTSP064079,0.48694572
CTSP064080,0.52999336
CTSP064081,0.4354868
CTSP064082,0.317486
CTSP064083,0.41452914
CTSP064084,0.6803389
CTSP064085,0.67672706
CTSP064086,0.4388809
CTSP064087,0.3452761
CTSP064088,0.49342448
CTSP064089,0.7189005
CTSP064090,0.64775014
CTSP064091,0.4281327
CTSP064092,0.33496448
CTSP064093,0.6680439
CTSP064094,0.56556946
CTSP064095,0.3757105
CTSP064096,0.58496094
CTSP064097,0.35744435
CTSP064098,0.36679828
CTSP064099,0.50162137
CTSP064100,0.29374173
CTSP064101,0.317722
CTSP064102,0.5230684
CTSP064103,0.78085345
CTSP064104,0.78449017
CTSP064105,0.6316633
CTSP064106,0.8442454
CTSP064107,0.2951443
CTSP064108,0.51305497
CTSP064109,0.45000848
CTSP064110,0.75517124
CTSP064111,0.46922672
CTSP064112,0.6718093
CTSP064113,0.6013916
CTSP064114,0.4404983
CTSP064115,0.46934643
CTSP064116,0.769202
CTSP064117,0.5055131
CTSP064118,0.6547013
CTSP064119,0.38995093
CTSP064120,0.38443568
CTSP064121,0.5593437
CTSP064122,0.43368122
CTSP064123,0.36679828
CTSP064124,0.4548448
CTSP064125,0.5209697
CTSP064126,0.52491266
CTSP064127,0.36679828
CTSP064128,0.5914576
CTSP064129,0.365162
CTSP064130,0.67995924
CTSP064131,0.43418792
CTSP064132,0.6496846
CTSP064133,0.5815032
CTSP064134,0.6595675
CTSP064135,0.47265014
CTSP064136,0.59452933
CTSP064137,0.6556489
CTSP064138,0.37780383
CTSP064139,0.57258815
CTSP064140,0.6157039
CTSP064141,0.7699469
CTSP064142,0.6591222
CTSP064143,0.46905154
CTSP064144,0.3148476
CTSP064145,0.6309831
CTSP064146,0.31716082
CTSP064147,0.37432113
CTSP064148,0.70585734
CTSP064149,0.5456372
CTSP064150,0.3930312
CTSP064151,0.43629253
CTSP064152,0.24845417
CTSP064153,0.7153214
CTSP064154,0.26265705
CTSP064155,0.4144678
CTSP064156,0.6003913
CTSP064157,0.24936777
CTSP064158,0.57319456
CTSP064159,0.8087525
CTSP064160,0.6498781
CTSP064161,0.36679828
CTSP064162,0.5198138
CTSP064163,0.36303058
CTSP064164,0.47500256
CTSP064165,0.38168213
CTSP064166,0.6213872
CTSP064167,0.5849352
CTSP064168,0.31459326
CTSP064169,0.6354842
CTSP064170,0.69107866
CTSP064171,0.39985117
CTSP064172,0.3148476
CTSP064173,0.5279176
CTSP064174,0.47278664
CTSP064175,0.40513965
CTSP064176,0.8282192
CTSP064177,0.3148476
CTSP064178,0.4393524
CTSP064179,0.35744435
CTSP064180,0.5854888
CTSP064181,0.2898948
CTSP064182,0.48785648
CTSP064183,0.7643444
CTSP064184,0.2500753
CTSP064185,0.6127239
CTSP064186,0.2958309
CTSP064187,0.7214305
CTSP064188,0.8349902
CTSP064189,0.365162
CTSP064190,0.47761205
CTSP064191,0.34862855
CTSP064192,0.6709623
CTSP064193,0.37519425
CTSP064194,0.36679828
CTSP064195,0.311818
CTSP064196,0.3657498
CTSP064197,0.40565026
CTSP064198,0.33281887
CTSP064199,0.6799765
CTSP064200,0.4578912
CTSP064201,0.6974681
CTSP064202,0.3940525
CTSP064203,0.557228
CTSP064204,0.3398016
CTSP064205,0.5775425
CTSP064206,0.55243224
CTSP064207,0.52614826
CTSP064208,0.56788874
CTSP064209,0.4072366
CTSP064210,0.6403632
CTSP064211,0.83419234
CTSP064212,0.5167277
CTSP064213,0.6567884
CTSP064214,0.35950938
CTSP064215,0.4332606
CTSP064216,0.38110918
CTSP064217,0.3088382
CTSP064218,0.72609013
CTSP064219,0.6051596
CTSP064220,0.69645137
CTSP064221,0.47494823
CTSP064222,0.35423854
CTSP064223,0.6272922
CTSP064224,0.7466372
CTSP064225,0.7081288
CTSP064226,0.67824143
CTSP064227,0.5211326
CTSP064228,0.7116218
CTSP064229,0.44522315
CTSP064230,0.6381439
CTSP064231,0.34007913
CTSP064232,0.42247266
CTSP064233,0.36679828
CTSP064234,0.43144152
CTSP064235,0.40513965
CTSP064236,0.6334883
CTSP064237,0.35744435
CTSP064238,0.4894345
CTSP064239,0.6831836
CTSP064240,0.3757105
CTSP064241,0.65847343
CTSP064242,0.7007364
CTSP064243,0.30687946
CTSP064244,0.29453963
CTSP064245,0.3773976
CTSP064246,0.36679828
CTSP064247,0.4616712
CTSP064248,0.59098583
CTSP064249,0.45000848
CTSP064250,0.36679828
CTSP064251,0.53262025
CTSP064252,0.32528177
CTSP064253,0.42390198
CTSP064254,0.32692805
CTSP064255,0.7360768
CTSP064256,0.5731834
CTSP064257,0.6049258
CTSP064258,0.3485497
CTSP064259,0.35231525
CTSP064260,0.77581656
CTSP064261,0.69903475
CTSP064262,0.6671887
CTSP064263,0.47434407
CTSP064264,0.4456272
CTSP064265,0.6754835
CTSP064266,0.5892613
CTSP064267,0.35319218
