Customer_id,Target
CTSP063999,0.4974330871189473
CTSP064000,0.49588137446491554
CTSP064001,0.4928632682966986
CTSP064002,0.4948374961050044
CTSP064003,0.5003689624437532
CTSP064004,0.5047732212519215
CTSP064005,0.4972724155643302
CTSP064006,0.5045007844450885
CTSP064007,0.49763982220427566
CTSP064008,0.505137206059855
CTSP064009,0.5082321089966725
CTSP064010,0.504420248872463
CTSP064011,0.49724012860910877
CTSP064012,0.5023032234950408
CTSP064013,0.49792692616434286
CTSP064014,0.5051870742880694
CTSP064015,0.49784245161119495
CTSP064016,0.49710299561131094
CTSP064017,0.502192690259216
CTSP064018,0.4976522396373226
CTSP064019,0.5027256099992858
CTSP064020,0.49643638545789026
CTSP064021,0.5043146799794015
CTSP064022,0.49860262442755304
CTSP064023,0.4978991089522836
CTSP064024,0.5021001643798576
CTSP064025,0.4971623634123716
CTSP064026,0.5034214368530213
CTSP064027,0.49689801707385944
CTSP064028,0.49891454242043026
CTSP064029,0.49754872360007246
CTSP064030,0.49944801991577786
CTSP064031,0.5008168108985657
CTSP064032,0.5017401385262905
CTSP064033,0.501307512946497
CTSP064034,0.5009451015486518
CTSP064035,0.4934732723934904
CTSP064036,0.503668783672777
CTSP064037,0.49404942439840105
CTSP064038,0.4952065948946175
CTSP064039,0.4987668529746593
CTSP064040,0.505269640116389
CTSP064041,0.49404942439840105
CTSP064042,0.5048723231121964
CTSP064043,0.5046321345406675
CTSP064044,0.5060304167778006
CTSP064045,0.4987445974096919
CTSP064046,0.5063672000198755
CTSP064047,0.49724012860910877
CTSP064048,0.5006996450250835
CTSP064049,0.49930099840110126
CTSP064050,0.5049390633661491
CTSP064051,0.4968006411174191
CTSP064052,0.501267121349491
CTSP064053,0.5076449137858653
CTSP064054,0.5063091606078481
CTSP064055,0.5092242232065306
CTSP064056,0.5021004307897904
CTSP064057,0.5027919784224449
CTSP064058,0.49949180111890834
CTSP064059,0.49724012860910877
CTSP064060,0.4996871483358278
CTSP064061,0.49668797262852454
CTSP064062,0.5031607216903194
CTSP064063,0.4966648539446179
CTSP064064,0.49800603003182287
CTSP064065,0.4948460397433084
CTSP064066,0.4973199773784737
CTSP064067,0.4973176246440569
CTSP064068,0.4974330871189473
CTSP064069,0.5000683761575366
CTSP064070,0.4996388423914851
CTSP064071,0.5033400428748859
CTSP064072,0.49992125359004974
CTSP064073,0.5003557642085125
CTSP064074,0.498653089577164
CTSP064075,0.5104649881874714
CTSP064076,0.5052466533463819
CTSP064077,0.5075056750263683
CTSP064078,0.494651685068218
CTSP064079,0.499875030054368
CTSP064080,0.5048731638868071
CTSP064081,0.4990777153767573
CTSP064082,0.49404942439840105
CTSP064083,0.4986451119407606
CTSP064084,0.5041582890185338
CTSP064085,0.5056080879045174
CTSP064086,0.4970254928348191
CTSP064087,0.49568702554703203
CTSP064088,0.4989371707330519
CTSP064089,0.5076229837293377
CTSP064090,0.503776103285133
CTSP064091,0.49689649899546945
CTSP064092,0.49507688108286946
CTSP064093,0.504083627868824
CTSP064094,0.4991748332526705
CTSP064095,0.49682802659274755
CTSP064096,0.5041602698261128
CTSP064097,0.49643638545789026
CTSP064098,0.49754872360007246
CTSP064099,0.5002237031380061
CTSP064100,0.49459255704761135
CTSP064101,0.49527840118457006
CTSP064102,0.5028813837937683
CTSP064103,0.5058615094480527
CTSP064104,0.5101380231671028
CTSP064105,0.5042789202246342
CTSP064106,0.5085754766353175
CTSP064107,0.49381179605131625
CTSP064108,0.4987445748830072
CTSP064109,0.4991754402141977
CTSP064110,0.5078144993747277
CTSP064111,0.4964906250979682
CTSP064112,0.5042426800501044
CTSP064113,0.5029585072587478
CTSP064114,0.497917813299785
CTSP064115,0.49971574655661577
CTSP064116,0.5060082279336771
CTSP064117,0.5040183009161145
CTSP064118,0.5032582800062267
CTSP064119,0.49623661856981127
CTSP064120,0.49391415040693976
CTSP064121,0.5004776028414059
CTSP064122,0.49828063531803485
CTSP064123,0.49724012860910877
CTSP064124,0.4985471152391923
CTSP064125,0.5010337260483233
CTSP064126,0.5010687966616694
CTSP064127,0.49754872360007246
CTSP064128,0.5015181020901389
CTSP064129,0.49754872360007246
CTSP064130,0.5024487782048918
CTSP064131,0.497602365278149
CTSP064132,0.5035878179336299
CTSP064133,0.501685268650628
CTSP064134,0.5032391041033502
CTSP064135,0.4992684149441143
CTSP064136,0.5007296847795537
CTSP064137,0.503639352593189
CTSP064138,0.49500925707362187
CTSP064139,0.5010005200801528
