Customer_id,Target
CTSP063999,0.3679671889265593
CTSP064000,0.37173359529409805
CTSP064001,0.28141263781136344
CTSP064002,0.33013526463061255
CTSP064003,0.5027034828004
CTSP064004,0.6924240725323018
CTSP064005,0.3592338062264325
CTSP064006,0.6498274985464182
CTSP064007,0.44881484962718177
CTSP064008,0.6844427981966017
CTSP064009,0.7168670996458157
CTSP064010,0.6937549830555686
CTSP064011,0.36177009402417715
CTSP064012,0.5642907796673587
CTSP064013,0.3931807505999164
CTSP064014,0.6880789708385494
CTSP064015,0.41907481493877974
CTSP064016,0.44723115281460873
CTSP064017,0.608259255025613
CTSP064018,0.4148949784240286
CTSP064019,0.6056813035211757
CTSP064020,0.3621766490456191
CTSP064021,0.6794482907126225
CTSP064022,0.523430035895842
CTSP064023,0.4132672522868391
CTSP064024,0.6247993100109662
CTSP064025,0.4174014502293711
CTSP064026,0.5381635336810198
CTSP064027,0.5254099945856757
CTSP064028,0.43550499230643547
CTSP064029,0.3679671889265593
CTSP064030,0.5801925900425801
CTSP064031,0.5415539587459371
CTSP064032,0.6567645265205186
CTSP064033,0.5735186595122108
CTSP064034,0.5172329919705352
CTSP064035,0.27277765008610116
CTSP064036,0.6620297459644692
CTSP064037,0.31259924101462094
CTSP064038,0.31746142312465225
CTSP064039,0.4422104563554588
CTSP064040,0.6982185701271103
CTSP064041,0.31259924101462094
CTSP064042,0.6912986031269379
CTSP064043,0.6549950499082813
CTSP064044,0.7288315726256975
CTSP064045,0.4775560357275127
CTSP064046,0.7630714109673554
CTSP064047,0.3679671889265593
CTSP064048,0.4949579016153807
CTSP064049,0.47758092104479477
CTSP064050,0.6473908695410971
CTSP064051,0.3531115362623164
CTSP064052,0.5256999886754524
CTSP064053,0.7014443345479507
CTSP064054,0.7179859200653099
CTSP064055,0.7668107612867292
CTSP064056,0.5996923844935678
CTSP064057,0.6195542147142672
CTSP064058,0.4788835766497124
CTSP064059,0.3679671889265593
CTSP064060,0.48992021912746325
CTSP064061,0.35827210785205355
CTSP064062,0.6700040530147647
CTSP064063,0.37240338530143646
CTSP064064,0.4717413592096651
CTSP064065,0.31746142312465225
CTSP064066,0.34621405922027043
CTSP064067,0.409533656620834
CTSP064068,0.3679671889265593
CTSP064069,0.5046200802672384
CTSP064070,0.4272466349996394
CTSP064071,0.6699657388054464
CTSP064072,0.5379512171607448
CTSP064073,0.5080348745709429
CTSP064074,0.5241350455381834
CTSP064075,0.7514639272564647
CTSP064076,0.7332673278067168
CTSP064077,0.7538773897072988
CTSP064078,0.2983153805950512
CTSP064079,0.49019744985617153
CTSP064080,0.5530779138080896
CTSP064081,0.4451349398663285
CTSP064082,0.31259924101462094
CTSP064083,0.4325200851298579
CTSP064084,0.6838007308554338
CTSP064085,0.6665751886622107
CTSP064086,0.420131358190266
CTSP064087,0.38977878708000413
CTSP064088,0.4679483755271733
CTSP064089,0.7252825885197501
CTSP064090,0.6282473592008967
CTSP064091,0.422252224669547
CTSP064092,0.34068113891196666
CTSP064093,0.6509170133541962
CTSP064094,0.5683869810976964
CTSP064095,0.3705710339309608
CTSP064096,0.5967196770437376
CTSP064097,0.3621766490456191
CTSP064098,0.3679671889265593
CTSP064099,0.5130964739983881
CTSP064100,0.3037326986535572
CTSP064101,0.32517403571096704
CTSP064102,0.5594200226427583
CTSP064103,0.7484102294553209
CTSP064104,0.7888088353198416
CTSP064105,0.622447034924509
CTSP064106,0.8206985923040557
CTSP064107,0.29719918888045527
CTSP064108,0.49900752603165677
CTSP064109,0.4473669908197193
CTSP064110,0.7429560400070205
